x,y
0.0,0.9934283060224653
0.20408163265306123,0.13163466296375315
0.40816326530612246,2.11170360681363
0.6122448979591837,4.270549508734418
0.8163265306122449,1.1643463117778179
1.0204081632653061,1.5725424126322511
1.2244897959183674,5.607405222851518
1.4285714285714286,4.3920123154486745
1.6326530612244898,2.3263573505790753
1.836734693877551,4.758589474927032
2.0408163265306123,3.1547972674363
2.2448979591836737,3.5583364112268336
2.4489795918367347,5.381883726805538
2.6530612244897958,1.4795619596639957
2.857142857142857,2.264450049259649
3.0612244897959187,4.997873921109892
3.2653061224489797,4.504950004229112
3.4693877551020407,7.567270175394629
3.673469387755102,5.530890624467783
3.8775510204081636,4.930494638145744
4.081632653061225,11.094562843965557
4.285714285714286,8.1198759704555
4.4897959183673475,9.114648246110542
4.6938775510204085,6.538258729613903
4.8979591836734695,8.707152918296574
5.1020408163265305,10.425926812072793
5.3061224489795915,8.310257743114578
5.510204081632653,11.771804199956652
5.714285714285714,10.22729404873382
5.918367346938775,11.253347194290997
6.122448979591837,11.04148473472488
6.326530612244898,16.357617593507673
6.530612244897959,13.03423004032005
6.73469387755102,11.353965897190239
6.938775510204081,15.522640844614541
7.142857142857143,11.844026985772242
7.346938775510204,15.11160474102992
7.551020408163265,11.182700568566979
7.755102040816327,12.853831983835793
7.959183673469388,16.312089818677023
8.16326530612245,17.80346377223572
8.36734693877551,17.07743043993096
8.571428571428571,16.91156057808066
8.775510204081632,16.948813016984687
8.979591836734695,15.002139692734534
9.183673469387756,16.927658521986096
9.387755102040817,17.854232662162058
9.591836734693878,21.297917921825587
9.795918367346939,20.2790733138308
10.0,16.47391968927453
